المواطنة,المؤشر,الدولة,الجنس,Year,Value,Source,المرحلة التعليمية,القطاع
غير مواطنين,معدل الإلتحاق الصافي في مرحلة التعليم الثانوي (نسبة مئوية),الصومال,ذكور,2015,,,,
غير مواطنين,معدل الإلتحاق الصافي في مرحلة التعليم الثانوي (نسبة مئوية),الصومال, إناث,2015,,,,
غير مواطنين,معدل الإلتحاق الصافي في مرحلة التعليم الثانوي (نسبة مئوية),الصومال,كلا الجنسين,2015,,,,
مجموع المواطنين وغير المواطنين,معدل الإلتحاق الصافي في مرحلة التعليم الثانوي (نسبة مئوية),الصومال,ذكور,2016,,,,
مجموع المواطنين وغير المواطنين,معدل الإلتحاق الصافي في مرحلة التعليم الثانوي (نسبة مئوية),الصومال, إناث,2016,,,,
مجموع المواطنين وغير المواطنين,معدل الإلتحاق الصافي في مرحلة التعليم الثانوي (نسبة مئوية),الصومال,كلا الجنسين,2016,,,,
مواطنون,معدل الإلتحاق الصافي في مرحلة التعليم الثانوي (نسبة مئوية),الصومال,ذكور,2016,,,,
مواطنون,معدل الإلتحاق الصافي في مرحلة التعليم الثانوي (نسبة مئوية),الصومال, إناث,2016,,,,
مواطنون,معدل الإلتحاق الصافي في مرحلة التعليم الثانوي (نسبة مئوية),الصومال,كلا الجنسين,2016,,,,
غير مواطنين,معدل الإلتحاق الصافي في مرحلة التعليم الثانوي (نسبة مئوية),الصومال,ذكور,2016,,,,
غير مواطنين,معدل الإلتحاق الصافي في مرحلة التعليم الثانوي (نسبة مئوية),الصومال, إناث,2016,,,,
غير مواطنين,معدل الإلتحاق الصافي في مرحلة التعليم الثانوي (نسبة مئوية),الصومال,كلا الجنسين,2016,,,,
مجموع المواطنين وغير المواطنين,معدل الإلتحاق الصافي في مرحلة التعليم الثانوي (نسبة مئوية),الصومال,ذكور,2017,,,,
مجموع المواطنين وغير المواطنين,معدل الإلتحاق الصافي في مرحلة التعليم الثانوي (نسبة مئوية),الصومال, إناث,2017,,,,
مجموع المواطنين وغير المواطنين,معدل الإلتحاق الصافي في مرحلة التعليم الثانوي (نسبة مئوية),الصومال,كلا الجنسين,2017,,,,
مواطنون,معدل الإلتحاق الصافي في مرحلة التعليم الثانوي (نسبة مئوية),الصومال,ذكور,2017,,,,
مواطنون,معدل الإلتحاق الصافي في مرحلة التعليم الثانوي (نسبة مئوية),الصومال, إناث,2017,,,,
مواطنون,معدل الإلتحاق الصافي في مرحلة التعليم الثانوي (نسبة مئوية),الصومال,كلا الجنسين,2017,,,,
غير مواطنين,معدل الإلتحاق الصافي في مرحلة التعليم الثانوي (نسبة مئوية),الصومال,ذكور,2017,,,,
غير مواطنين,معدل الإلتحاق الصافي في مرحلة التعليم الثانوي (نسبة مئوية),الصومال, إناث,2017,,,,
غير مواطنين,معدل الإلتحاق الصافي في مرحلة التعليم الثانوي (نسبة مئوية),الصومال,كلا الجنسين,2017,,,,
مجموع المواطنين وغير المواطنين,معدل الإلتحاق الصافي في مرحلة التعليم الثانوي (نسبة مئوية),الصومال,ذكور,2018,,,,
مجموع المواطنين وغير المواطنين,معدل الإلتحاق الصافي في مرحلة التعليم الثانوي (نسبة مئوية),الصومال, إناث,2018,,,,
مجموع المواطنين وغير المواطنين,معدل الإلتحاق الصافي في مرحلة التعليم الثانوي (نسبة مئوية),الصومال,كلا الجنسين,2018,,,,
مواطنون,معدل الإلتحاق الصافي في مرحلة التعليم الثانوي (نسبة مئوية),الصومال,ذكور,2018,,,,
مواطنون,معدل الإلتحاق الصافي في مرحلة التعليم الثانوي (نسبة مئوية),الصومال, إناث,2018,,,,
مواطنون,معدل الإلتحاق الصافي في مرحلة التعليم الثانوي (نسبة مئوية),الصومال,كلا الجنسين,2018,,,,
غير مواطنين,معدل الإلتحاق الصافي في مرحلة التعليم الثانوي (نسبة مئوية),الصومال,ذكور,2018,,,,
غير مواطنين,معدل الإلتحاق الصافي في مرحلة التعليم الثانوي (نسبة مئوية),الصومال, إناث,2018,,,,
غير مواطنين,معدل الإلتحاق الصافي في مرحلة التعليم الثانوي (نسبة مئوية),الصومال,كلا الجنسين,2018,,,,
مجموع المواطنين وغير المواطنين,معدل الإلتحاق الصافي في مرحلة التعليم الثانوي (نسبة مئوية),الصومال,ذكور,2019,,,,
مجموع المواطنين وغير المواطنين,معدل الإلتحاق الصافي في مرحلة التعليم الثانوي (نسبة مئوية),الصومال, إناث,2019,,,,
مجموع المواطنين وغير المواطنين,معدل الإلتحاق الصافي في مرحلة التعليم الثانوي (نسبة مئوية),الصومال,كلا الجنسين,2019,,,,
مواطنون,معدل الإلتحاق الصافي في مرحلة التعليم الثانوي (نسبة مئوية),الصومال,ذكور,2019,,,,
مواطنون,معدل الإلتحاق الصافي في مرحلة التعليم الثانوي (نسبة مئوية),الصومال, إناث,2019,,,,
مواطنون,معدل الإلتحاق الصافي في مرحلة التعليم الثانوي (نسبة مئوية),الصومال,كلا الجنسين,2019,,,,
غير مواطنين,معدل الإلتحاق الصافي في مرحلة التعليم الثانوي (نسبة مئوية),الصومال,ذكور,2019,,,,
غير مواطنين,معدل الإلتحاق الصافي في مرحلة التعليم الثانوي (نسبة مئوية),الصومال, إناث,2019,,,,
غير مواطنين,معدل الإلتحاق الصافي في مرحلة التعليم الثانوي (نسبة مئوية),الصومال,كلا الجنسين,2019,,,,
مجموع المواطنين وغير المواطنين,معدل الإلتحاق الصافي في مرحلة التعليم الثانوي (نسبة مئوية),الصومال,ذكور,2020,,,,
مجموع المواطنين وغير المواطنين,معدل الإلتحاق الصافي في مرحلة التعليم الثانوي (نسبة مئوية),الصومال, إناث,2020,,,,
مجموع المواطنين وغير المواطنين,معدل الإلتحاق الصافي في مرحلة التعليم الثانوي (نسبة مئوية),الصومال,كلا الجنسين,2020,,,,
مواطنون,معدل الإلتحاق الصافي في مرحلة التعليم الثانوي (نسبة مئوية),الصومال,ذكور,2020,,,,
مواطنون,معدل الإلتحاق الصافي في مرحلة التعليم الثانوي (نسبة مئوية),الصومال, إناث,2020,,,,
مواطنون,معدل الإلتحاق الصافي في مرحلة التعليم الثانوي (نسبة مئوية),الصومال,كلا الجنسين,2020,,,,
غير مواطنين,معدل الإلتحاق الصافي في مرحلة التعليم الثانوي (نسبة مئوية),الصومال,ذكور,2020,,,,
غير مواطنين,معدل الإلتحاق الصافي في مرحلة التعليم الثانوي (نسبة مئوية),الصومال, إناث,2020,,,,
غير مواطنين,معدل الإلتحاق الصافي في مرحلة التعليم الثانوي (نسبة مئوية),الصومال,كلا الجنسين,2020,,,,
مجموع المواطنين وغير المواطنين,معدل الإلتحاق الصافي في مرحلة التعليم الثانوي (نسبة مئوية),الصومال,ذكور,2021,,,,
مجموع المواطنين وغير المواطنين,معدل الإلتحاق الصافي في مرحلة التعليم الثانوي (نسبة مئوية),الصومال, إناث,2021,,,,
مجموع المواطنين وغير المواطنين,معدل الإلتحاق الصافي في مرحلة التعليم الثانوي (نسبة مئوية),الصومال,كلا الجنسين,2021,,,,
